300 5000
129 252 6
210 142 10
225 189 7
265 41 7
129 120 7
259 0 6
3 204 10
110 28 8
272 211 4
222 178 3
286 249 9
116 245 6
24 14 7
180 150 5
96 126 7
27 139 8
113 108 7
45 122 2
236 215 8
120 179 10
37 201 3
122 225 9
76 299 1
70 129 8
155 271 6
205 4 2
66 79 2
214 15 4
63 245 5
45 73 1
282 162 10
280 208 2
60 23 5
257 253 4
20 108 10
77 45 10
104 220 2
145 186 3
240 190 8
165 111 9
214 105 9
117 293 8
199 246 10
205 18 4
38 80 8
21 12 4
94 272 2
54 216 6
87 96 6
245 21 3
18 110 7
217 280 9
260 173 6
106 211 6
155 110 6
232 207 10
101 161 10
123 248 5
107 212 8
258 164 9
79 190 10
248 203 7
143 29 4
125 44 5
177 103 4
88 171 3
130 220 9
121 79 9
55 165 8
142 123 8
285 204 6
238 152 5
227 114 5
38 185 8
179 114 7
129 296 1
63 8 3
3 59 3
228 96 9
146 137 6
270 101 9
182 11 4
43 168 2
106 142 5
196 43 5
98 129 10
83 74 9
141 146 2
155 160 1
243 41 7
1 275 10
14 18 5
58 160 5
10 21 4
19 56 6
246 258 10
34 133 5
146 58 8
80 5 9
104 286 4
296 96 10
46 86 3
139 144 1
78 179 4
30 198 8
27 105 2
193 19 6
127 173 2
258 34 4
202 151 10
48 21 9
195 100 3
76 214 8
169 98 7
285 61 1
186 274 5
73 175 1
140 283 7
177 81 5
54 76 6
268 271 4
116 230 6
218 263 10
39 42 2
215 79 3
298 231 10
224 158 9
275 298 8
225 179 3
160 218 7
75 0 2
235 261 9
204 72 4
297 226 2
224 141 10
276 132 1
293 57 8
229 251 4
194 42 9
228 226 1
30 291 8
38 35 1
215 164 3
266 8 8
66 284 4
135 129 9
172 169 3
295 133 7
197 135 5
290 143 10
43 181 4
239 209 6
90 5 7
243 177 3
145 261 5
294 237 7
172 264 6
200 72 1
152 71 8
107 295 9
23 153 5
213 210 4
109 107 4
293 47 7
58 1 2
202 23 3
231 32 3
264 143 5
192 253 8
53 297 9
104 20 8
211 176 6
188 8 10
222 182 5
120 159 7
250 106 5
152 106 8
168 198 9
7 254 2
290 138 8
177 130 9
203 207 6
56 178 2
0 44 6
189 264 9
26 34 1
223 292 5
239 115 9
14 182 10
45 290 1
165 46 1
5 291 4
178 43 4
148 263 9
124 185 1
90 262 1
2 271 2
232 1 3
161 86 8
187 143 9
148 264 2
0 132 9
136 8 10
6 218 9
28 220 10
1 260 5
18 23 5
160 200 4
147 209 10
118 139 3
57 109 9
187 245 5
157 275 9
215 85 9
95 155 1
149 233 5
76 168 1
161 256 6
54 126 3
17 214 8
91 221 2
56 45 7
156 130 4
279 283 7
7 241 9
297 83 3
262 297 6
56 166 8
43 138 7
82 230 7
17 287 6
168 46 7
262 204 5
288 157 10
127 238 7
125 241 8
244 174 7
86 266 7
255 186 9
275 144 5
179 127 5
81 215 9
231 212 9
32 85 3
292 208 6
193 155 4
239 186 6
217 89 2
2 20 8
260 120 5
232 287 9
137 56 3
199 160 4
49 116 3
42 170 2
111 121 1
34 73 7
12 290 4
143 260 6
128 272 10
283 151 2
283 262 4
53 35 9
4 234 9
156 220 3
49 57 1
23 143 10
13 131 8
156 165 5
243 211 7
53 228 6
46 55 2
107 250 3
205 85 7
250 229 5
254 42 2
185 298 3
297 142 8
149 272 10
219 81 2
251 213 4
296 194 8
197 128 1
221 130 9
140 226 6
213 177 2
52 292 2
265 253 1
44 94 3
71 122 8
99 77 7
214 123 5
79 174 9
280 186 5
117 289 5
284 294 1
78 271 1
270 137 1
173 38 8
67 293 8
270 25 8
234 97 2
167 20 10
91 155 2
214 263 3
42 197 6
224 81 7
64 185 9
69 296 5
209 222 10
186 98 8
273 116 9
54 150 4
201 216 6
98 205 8
194 298 9
253 129 2
57 38 8
238 209 1
55 277 6
149 56 8
165 220 4
21 281 2
95 117 10
280 216 8
171 221 7
58 218 6
23 268 9
138 266 4
47 61 4
298 165 9
42 240 3
105 137 10
230 27 6
231 113 2
235 3 6
268 204 7
