200 7500
25 151 7
88 52 4
199 150 8
79 11 7
196 32 3
10 193 4
162 9 2
105 130 1
114 112 1
157 111 3
189 106 5
62 85 8
115 31 2
125 67 3
141 143 8
195 28 2
70 115 8
166 47 10
154 147 6
147 88 6
15 74 5
35 107 3
180 38 4
64 161 1
31 189 4
12 176 1
125 94 7
165 191 6
177 171 2
151 112 10
80 56 7
108 184 1
168 104 9
100 109 2
165 3 10
149 29 6
155 135 1
197 6 6
146 134 6
190 31 4
42 185 10
68 37 1
44 120 10
23 74 6
92 114 10
16 32 3
192 100 10
151 195 10
54 43 4
192 47 1
158 174 1
77 144 2
2 160 8
30 104 2
39 170 9
91 172 6
76 62 10
150 76 2
144 45 4
175 16 4
160 78 8
96 48 10
119 51 1
83 151 9
140 77 7
167 21 5
134 55 1
45 143 6
147 5 8
3 55 9
122 64 7
190 149 2
43 60 9
192 121 10
157 79 10
12 76 4
93 107 4
177 49 6
12 156 4
131 190 9
67 172 1
61 28 1
175 106 10
50 35 3
15 47 4
172 175 2
9 58 8
188 116 10
196 193 4
68 171 10
22 5 9
64 170 1
11 186 10
62 99 6
67 90 10
19 141 5
33 73 8
138 192 4
99 82 5
125 30 4
7 5 7
85 194 3
19 171 6
26 144 1
23 15 1
113 196 6
187 181 10
149 128 10
63 113 7
69 159 3
44 178 10
139 179 6
22 44 2
89 40 4
40 157 6
140 153 5
127 149 4
109 170 1
94 74 3
19 62 1
11 153 5
22 127 9
164 171 5
161 11 8
78 105 1
156 17 10
34 74 5
3 154 2
131 58 1
36 97 10
176 91 1
14 113 10
9 128 4
26 102 1
96 169 3
152 160 6
25 132 10
82 123 5
79 101 9
117 42 4
57 110 2
193 74 9
110 177 2
160 124 4
30 95 8
32 104 2
146 129 4
62 37 1
142 6 3
168 182 9
124 57 9
159 2 6
106 193 5
197 15 4
102 185 9
76 17 9
39 94 8
73 50 5
9 18 3
151 94 1
84 62 9
191 41 1
48 143 3
144 29 4
23 28 2
69 101 10
132 71 9
64 22 1
4 110 5
169 137 5
138 155 10
57 45 6
54 4 6
195 189 4
187 175 7
137 172 8
194 155 7
152 54 4
94 51 4
69 152 10
101 186 8
148 124 4
163 185 9
97 72 1
175 104 8
112 123 8
59 90 9
88 150 3
97 35 8
2 163 2
177 106 1
1 177 5
10 96 9
7 162 10
119 198 6
41 56 3
151 190 2
148 81 6
190 137 3
87 73 2
17 56 8
109 147 6
29 60 6
90 60 4
58 56 7
5 152 10
175 197 2
55 90 3
16 182 1
169 24 2
120 190 6
65 117 1
82 138 5
196 77 3
160 38 3
7 46 9
82 39 2
23 98 8
20 81 5
27 1 7
115 84 10
85 168 7
50 199 7
178 42 5
38 108 4
177 142 8
149 100 9
199 73 2
187 6 1
21 112 9
105 86 2
36 64 1
130 36 8
114 22 6
61 199 7
58 163 10
179 186 6
191 76 8
85 199 8
189 153 8
5 189 4
69 59 4
88 193 8
83 49 10
149 61 6
28 168 7
181 16 6
44 11 3
85 16 6
134 56 2
73 181 8
92 80 1
125 52 8
103 135 4
127 180 8
62 176 1
138 61 7
34 121 7
123 96 10
95 121 1
63 90 4
112 63 7
176 79 9
66 191 5
194 43 1
182 166 5
46 177 3
34 82 10
133 67 5
110 117 1
78 85 4
29 163 1
196 112 6
62 106 10
88 67 2
132 16 7
76 107 7
165 196 4
111 191 4
100 103 1
41 198 6
149 170 4
185 6 9
132 166 10
112 188 6
103 34 6
66 151 1
130 44 3
174 89 3
56 44 9
70 72 10
7 45 5
174 142 7
141 9 7
44 66 6
67 72 7
195 132 9
73 47 5
67 112 7
74 42 6
115 190 9
169 164 9
55 23 1
2 63 7
181 199 2
163 50 3
112 24 10
11 91 8
131 122 2
154 177 3
80 51 8
0 193 1
144 57 6
196 190 8
30 126 2
85 89 3
142 29 7
163 113 10
159 55 10
165 193 7
192 109 8
92 13 5
177 183 10
10 189 1
192 153 8
152 59 5
74 135 9
84 190 4
145 193 6
184 98 5
80 42 4
73 77 9
100 9 2
38 31 6
8 88 7
82 143 5
74 189 3
14 35 8
55 197 6
133 86 6
86 187 5
22 39 8
88 19 9
51 81 6
1 118 7
169 84 6
167 10 5
14 24 8
157 150 2
150 188 7
57 47 10
66 161 3
67 36 1
178 165 7
176 134 7
177 156 1
177 175 9
102 18 10
29 123 4
99 180 1
137 181 10
111 146 9
191 36 4
96 33 9
91 144 10
116 133 9
161 23 9
175 9 1
1 64 1
107 168 1
4 12 10
24 116 3
176 50 9
42 127 9
80 146 5
68 156 5
123 40 9
27 172 2
110 164 1
160 25 10
114 21 8
47 45 10
194 179 8
90 12 2
165 180 5
47 159 1
74 69 7
112 19 5
91 113 6
170 141 7
109 19 4
96 74 7
130 157 1
68 4 6
20 194 7
112 134 5
178 23 2
89 103 9
69 121 2
21 69 7
153 139 4
149 129 10
162 11 2
16 112 1
20 42 6
33 152 5
34 198 9
194 25 6
109 130 1
136 181 8
127 159 7
165 57 7
102 38 4
123 120 2
117 75 8
109 103 6
61 76 9
108 13 9
34 146 4
174 78 4
43 1 1
197 120 7
49 197 4
11 128 2
4 101 4
92 2 4
100 12 6
31 43 9
154 17 4
198 30 7
131 36 6
124 82 1
26 48 2
15 156 10
84 183 6
42 73 8
179 158 4
58 52 7
127 146 3
99 159 1
105 137 9
134 78 6
86 15 7
85 9 6
7 170 8
162 88 7
134 33 7
48 31 3
199 195 6
43 110 5
0 72 6
9 62 5
187 92 10
156 133 4
3 95 5
127 87 4
86 39 9
33 92 10
82 152 6
29 104 5
173 136 8
50 109 3
18 27 2
18 75 9
113 108 7
184 180 9
166 12 2
105 161 4
102 37 2
35 64 3
154 78 6
191 0 7
73 135 6
49 104 1
100 176 3
55 47 8
19 138 3
174 123 7
108 171 7
117 20 10
19 3 1
114 187 3
164 87 7
44 125 4
64 187 7
28 156 10
91 175 8
162 44 10
32 87 3
73 27 2
195 48 5
17 189 2
165 104 8
64 44 6
117 23 2
88 132 5
40 170 3
161 27 2
76 35 8
144 97 4
184 80 1
139 147 9
42 13 7
98 27 1
13 179 2
26 156 7
42 128 5
151 188 5
2 77 6
35 102 10
21 102 6
30 169 7
192 125 8
46 93 6
76 177 1
179 8 6
57 159 1
160 97 1
84 178 6
171 78 5
64 76 4
46 48 9
194 186 6
40 76 5
185 19 6
141 165 4
76 160 3
137 117 8
175 186 6
116 140 1
145 86 5
194 56 3
169 198 6
66 139 10
88 121 6
124 190 4
91 165 6
191 88 10
101 17 8
1 34 6
74 183 10
169 117 4
88 161 9
155 1 7
1 123 3
160 177 3
185 112 5
105 163 10
183 33 4
114 175 5
44 110 5
141 98 2
5 33 4
172 22 7
14 144 5
151 18 5
1 9 10
189 142 2
120 114 8
127 129 6
154 64 2
73 24 8
137 179 3
2 175 5
166 153 3
185 122 8
26 199 7
81 140 9
67 186 3
112 56 1
52 81 2
151 127 3
69 30 7
90 44 6
192 85 6
183 167 6
131 40 9
101 92 4
19 160 5
1 190 10
63 177 9
89 39 10
115 195 8
140 89 2
165 140 4
158 138 10
119 153 9
157 162 10
75 83 4
171 9 8
82 90 2
19 41 2
145 121 8
196 180 8
37 98 6
92 68 6
179 105 4
158 9 8
150 68 2
118 34 2
188 89 5
73 163 1
93 76 6
99 135 5
110 69 5
6 90 8
157 132 9
64 157 7
7 87 5
108 64 5
35 108 10
105 47 4
157 146 9
128 49 8
172 74 1
102 98 6
82 148 4
175 43 5
104 114 7
9 173 6
113 134 6
145 6 4
188 178 4
12 174 5
123 163 9
196 62 8
115 68 10
24 76 4
27 20 6
199 84 5
126 152 9
35 6 5
37 171 1
25 10 9
170 186 10
77 107 7
100 80 6
20 129 8
50 55 8
106 164 9
97 190 10
173 70 9
69 167 2
160 192 4
55 66 2
18 166 2
33 138 4
0 188 7
23 193 10
80 152 8
197 107 7
85 110 2
99 185 1
184 66 1
177 180 4
114 183 4
35 185 4
37 101 1
89 78 4
178 146 2
142 150 4
193 38 5
167 174 7
127 103 7
195 86 1
48 57 5
90 137 3
69 72 6
170 41 4
139 6 1
173 103 2
56 50 10
110 50 5
176 77 8
185 138 7
61 4 10
148 73 1
71 51 1
77 138 6
58 174 6
76 130 10
115 20 1
63 10 4
166 157 1
80 14 3
124 186 6
122 81 8
121 43 8
144 118 8
13 138 3
100 191 1
94 120 3
107 52 6
2 70 1
180 197 8
79 179 6
137 164 3
4 74 6
33 9 7
172 64 2
54 132 3
102 95 7
145 154 7
2 108 3
108 88 10
187 128 10
94 9 8
164 156 2
146 189 9
78 31 10
29 2 10
11 100 7
29 7 4
132 43 2
187 145 7
49 44 5
55 148 9
191 140 6
154 23 4
166 102 10
20 180 9
197 129 4
106 129 10
32 118 6
136 123 10
66 59 1
32 174 2
59 156 6
103 77 9
80 171 1
133 187 3
67 123 6
74 40 10
75 21 4
89 28 1
72 175 3
195 120 1
105 76 6
174 57 9
79 55 8
40 149 2
163 83 2
22 194 10
148 182 3
83 71 9
107 186 7
28 52 3
81 70 8
74 161 8
105 0 9
137 85 6
91 168 10
195 133 5
39 56 7
182 194 3
43 120 9
46 70 7
20 51 5
121 160 9
134 139 6
181 157 4
169 87 6
86 120 9
43 97 4
81 198 3
175 66 10
198 148 8
109 138 1
4 79 8
20 159 5
67 11 5
7 53 3
187 122 4
65 152 3
165 61 7
3 12 9
50 179 2
27 75 8
154 63 3
140 85 7
114 189 9
80 67 7
5 70 5
127 26 3
51 67 6
101 63 10
9 164 9
114 130 6
111 195 4
121 190 10
81 54 5
185 104 2
63 190 10
78 155 2
29 177 7
145 134 8
85 102 6
124 131 3
155 195 8
171 162 10
153 156 10
116 187 9
25 104 6
191 107 4
108 183 5
140 90 4
79 61 2
126 102 9
108 94 10
156 198 2
99 85 2
120 79 2
192 183 2
41 192 5
139 186 10
22 146 2
129 12 10
15 178 6
112 163 1
162 89 8
127 186 6
49 172 4
88 97 6
15 22 3
122 72 10
3 170 10
150 166 1
176 28 3
113 3 9
49 131 7
84 1 1
26 34 10
132 180 3
33 44 9
69 131 6
180 68 1
170 4 9
124 115 10
28 47 10
198 186 6
51 34 9
42 180 8
165 42 6
117 165 8
69 7 9
18 11 1
161 119 5
50 188 5
42 54 4
31 117 6
51 152 4
142 188 3
190 103 8
187 79 1
133 1 3
174 44 4
39 62 4
69 176 7
158 45 10
153 8 2
59 84 7
168 88 6
31 162 2
162 114 1
101 99 8
105 31 2
48 4 9
168 172 1
177 103 7
29 102 3
157 176 10
98 29 9
82 115 2
199 170 5
117 170 5
63 24 4
80 53 3
70 195 2
68 1 8
185 103 8
91 27 3
11 61 7
71 104 1
15 88 8
175 103 6
95 23 7
69 93 3
161 67 7
97 78 8
93 41 8
113 98 9
48 169 3
29 32 2
141 171 7
163 79 4
141 177 9
145 119 1
90 129 2
32 21 8
127 118 9
55 147 10
53 165 8
19 33 1
145 70 10
158 124 7
51 153 5
176 6 7
135 35 10
79 90 10
190 104 1
86 71 4
33 120 4
29 170 10
155 111 8
134 140 9
65 19 5
121 92 5
125 87 3
170 142 5
141 49 6
76 65 7
80 193 3
0 151 10
153 9 6
49 130 2
195 197 6
25 22 2
105 194 9
125 93 2
13 125 3
114 69 8
75 11 6
94 64 7
9 63 10
35 74 8
0 87 10
64 149 7
199 197 4
166 180 5
157 10 7
51 88 10
17 147 4
110 101 5
143 104 2
16 100 4
139 198 3
82 66 2
70 165 8
106 162 10
163 55 10
160 151 1
182 119 10
83 58 8
119 83 8
174 67 10
116 141 2
187 13 4
98 50 9
129 104 9
46 153 10
180 29 1
29 136 6
188 7 9
176 181 6
63 23 5
174 82 5
21 47 2
167 184 1
141 136 6
37 75 5
84 161 1
174 26 7
25 49 6
176 174 4
34 194 2
172 66 3
0 75 3
35 96 5
162 45 8
184 77 6
48 194 7
15 126 3
182 156 7
173 29 10
195 39 8
78 110 3
182 74 7
29 26 3
41 82 6
101 162 7
13 167 8
20 58 9
64 38 4
97 20 6
192 18 8
107 23 8
166 111 4
127 60 4
80 156 2
195 96 1
148 13 7
187 132 3
58 108 8
117 10 1
161 128 7
22 121 9
114 74 2
108 82 2
82 79 10
46 105 10
169 16 4
139 150 3
26 151 1
170 105 10
182 57 6
32 99 6
121 58 9
146 130 3
81 164 9
3 32 1
112 171 9
173 109 4
167 30 3
157 43 2
42 88 10
32 121 8
181 82 2
78 107 8
189 132 8
168 151 10
2 138 6
70 130 2
110 197 6
188 1 3
87 20 5
22 179 2
84 133 6
1 111 8
109 29 2
78 122 5
136 27 8
61 81 5
120 133 1
184 63 2
63 27 3
152 68 6
150 90 1
51 188 8
141 196 3
120 42 2
156 128 7
182 199 6
180 43 7
81 103 7
10 98 6
141 190 2
171 66 1
156 93 4
188 9 6
147 48 3
182 189 3
105 97 1
51 90 7
20 167 7
194 189 6
177 159 1
144 113 2
137 75 3
118 176 9
73 40 5
134 36 9
136 116 10
150 5 4
185 7 10
107 182 9
24 94 10
150 59 7
86 190 5
172 136 7
33 112 2
152 61 3
16 77 5
135 63 4
140 82 8
140 107 5
8 103 5
38 27 8
186 113 9
180 31 3
172 1 4
87 44 6
162 69 1
155 40 8
84 39 4
123 71 9
193 197 4
85 34 5
91 163 3
107 50 9
41 69 1
177 116 5
172 9 1
31 103 4
13 112 7
96 167 7
66 135 8
43 134 9
177 187 9
126 65 4
124 60 9
101 36 4
162 78 9
23 50 1
32 90 3
9 199 5
122 128 6
152 76 8
81 2 5
102 179 1
188 126 2
149 164 4
23 59 8
91 30 2
75 179 4
25 131 6
7 195 10
130 99 2
25 180 7
9 185 9
139 86 6
198 177 4
157 86 9
110 93 8
107 193 7
145 67 3
120 176 3
98 185 10
184 2 2
75 81 9
8 124 3
112 195 3
37 139 5
161 16 6
53 30 2
83 168 1
150 96 6
123 93 8
179 53 10
126 176 10
67 28 7
169 92 6
138 54 2
73 92 7
122 25 4
41 151 3
108 73 5
141 75 8
133 115 4
61 157 3
186 45 5
76 2 6
98 129 6
88 152 3
77 36 4
156 51 1
140 183 2
39 186 1
153 62 9
158 95 5
80 197 4
150 74 4
89 157 1
4 183 2
28 75 3
47 66 1
129 38 6
2 191 6
44 89 10
99 187 8
14 76 1
160 60 6
95 61 8
35 106 6
194 47 7
166 1 8
44 196 3
75 151 2
20 126 2
165 95 9
193 98 7
51 146 5
76 180 7
161 174 2
193 83 4
6 121 6
120 34 4
45 21 10
175 24 6
181 26 9
164 61 9
7 33 5
186 42 9
95 179 1
136 24 1
170 151 7
91 150 4
17 92 6
88 45 3
143 31 10
186 145 1
128 167 1
24 159 2
153 77 8
162 94 2
50 54 5
130 66 8
95 108 9
174 154 6
146 142 5
132 108 1
126 55 7
146 123 1
165 103 6
166 56 10
57 166 8
12 192 8
171 94 3
174 169 3
197 190 2
184 52 1
18 50 6
49 24 10
105 151 9
110 154 7
99 183 10
58 199 7
9 115 2
45 182 8
100 24 3
91 81 8
95 191 10
181 44 9
21 155 10
143 9 4
65 36 2
84 21 9
146 135 10
5 101 7
59 35 4
120 37 5
77 189 1
182 172 9
86 57 9
109 141 1
83 9 1
133 57 9
18 46 10
187 50 3
95 59 8
150 145 3
60 12 2
152 90 10
179 132 9
59 31 8
21 35 7
5 155 6
13 85 2
167 59 7
156 91 10
40 145 8
26 184 1
89 53 7
99 63 4
34 36 10
70 55 9
117 123 5
34 158 1
61 92 9
76 91 2
49 135 2
55 94 4
71 195 9
121 19 1
46 85 2
86 129 9
16 76 1
97 91 8
52 138 5
35 142 8
162 87 6
128 159 1
17 3 7
15 191 3
169 152 1
152 148 8
192 33 1
105 129 6
198 191 9
110 13 2
158 36 6
111 54 6
144 157 7
165 109 7
0 98 1
25 142 5
129 49 2
197 192 3
17 167 9
26 32 5
20 160 1
36 171 8
73 146 8
77 27 1
87 149 2
99 111 2
39 166 9
78 0 8
60 25 1
20 175 2
95 34 7
119 48 4
73 5 6
150 16 10
104 195 7
113 65 2
19 10 5
153 182 4
194 122 4
42 66 2
170 120 2
21 59 7
58 125 9
186 29 6
30 116 9
97 154 3
147 189 6
16 135 2
168 129 10
137 158 7
8 16 4
98 30 5
97 48 9
109 112 9
27 84 7
51 68 7
72 157 9
130 92 8
9 190 4
173 6 10
12 44 4
78 84 10
195 87 10
101 28 4
67 106 6
33 126 3
152 140 4
44 144 8
181 134 2
116 119 7
24 39 5
51 17 9
80 32 9
106 11 3
12 134 10
175 138 6
85 3 10
195 54 10
163 74 10
151 187 7
144 123 3
59 20 4
70 189 7
172 116 5
135 10 2
4 15 9
97 130 5
175 81 2
117 111 9
49 6 2
123 53 2
114 172 3
8 144 7
60 191 5
67 44 4
56 180 6
91 54 1
125 53 9
7 120 4
118 62 8
29 52 3
69 188 3
23 176 9
96 91 5
11 105 10
187 97 3
136 126 6
91 119 6
198 49 4
146 18 2
174 197 4
154 37 8
186 59 5
62 22 6
192 39 5
182 78 2
28 63 2
173 72 9
140 58 2
150 167 5
104 73 6
132 137 4
123 155 10
56 14 5
132 194 8
118 153 8
122 48 8
131 150 1
79 6 8
172 190 10
59 189 6
29 57 6
184 175 7
52 59 10
184 111 4
65 54 2
15 82 7
120 157 8
136 63 4
197 4 9
45 9 4
161 95 8
142 91 7
63 155 8
188 52 2
178 181 7
31 69 4
94 27 2
175 51 3
154 18 6
58 37 4
67 33 1
135 156 9
43 117 3
91 16 8
44 104 1
126 118 6
142 42 1
38 196 2
149 6 9
61 1 5
199 196 9
147 104 7
188 99 2
50 184 7
48 186 1
91 128 7
185 127 4
128 22 2
152 72 4
22 59 5
151 198 2
161 138 3
47 60 1
49 117 6
49 80 7
59 39 2
46 17 3
55 32 3
192 167 7
151 4 2
124 195 3
159 16 2
66 183 4
115 24 6
74 13 7
87 6 7
64 126 2
23 19 8
174 153 3
1 184 5
36 175 4
145 42 10
122 132 4
113 175 4
170 136 9
175 108 4
57 11 2
106 163 4
49 52 7
114 127 3
144 23 1
53 44 4
172 157 5
71 26 8
61 52 1
180 35 10
3 69 7
95 131 6
14 103 3
172 126 1
49 105 5
150 99 3
41 112 9
27 176 8
155 192 7
45 197 8
131 153 4
2 119 6
60 99 6
165 188 9
101 181 5
123 55 3
93 103 1
15 185 6
33 178 8
153 56 6
73 99 4
160 21 5
64 142 7
77 160 8
129 173 5
19 90 2
183 137 6
146 136 5
71 24 2
69 40 10
122 179 7
9 36 3
103 48 1
126 177 6
41 90 4
43 125 1
106 139 3
139 8 8
87 134 9
101 116 6
165 127 1
44 18 1
195 99 4
100 106 5
40 80 6
47 181 5
98 128 4
108 60 1
187 113 8
180 4 4
198 196 10
165 17 2
55 119 6
152 170 5
131 42 7
122 172 1
131 89 9
132 87 8
31 110 5
44 103 2
163 10 6
69 133 6
86 109 2
49 156 8
118 152 9
39 144 6
142 21 9
24 68 5
9 95 9
56 9 6
107 167 9
74 169 10
46 41 1
185 65 5
141 62 1
122 44 4
180 51 4
104 11 3
88 70 2
24 15 3
196 114 5
84 119 8
127 197 6
2 123 1
145 159 8
76 49 4
64 91 4
59 51 6
62 72 1
64 32 6
177 161 5
136 159 6
178 97 4
167 65 2
107 112 1
141 92 2
62 163 2
3 114 8
157 42 1
80 74 9
74 88 3
192 103 10
186 188 3
124 184 7
115 100 10
183 57 4
41 120 2
114 94 3
184 4 8
134 122 4
33 95 9
99 172 8
179 142 5
147 122 7
24 118 9
53 151 4
155 183 10
130 28 7
184 101 9
101 132 2
157 152 5
109 45 6
146 182 10
160 81 3
72 53 10
198 102 3
159 37 7
87 147 2
18 137 4
84 58 4
140 172 2
46 35 9
95 11 5
5 100 8
119 150 8
89 164 4
57 120 6
74 28 1
157 182 6
161 171 1
129 43 3
143 53 9
47 136 3
180 55 7
13 152 9
103 111 6
47 128 6
58 54 3
0 85 5
107 198 1
25 136 8
4 17 5
110 61 9
159 198 10
122 45 3
198 167 5
88 115 7
165 177 8
83 97 3
62 16 6
166 69 10
70 138 8
16 97 7
80 147 2
146 26 7
181 61 8
168 121 2
61 93 3
151 133 3
156 152 4
155 18 8
91 15 7
164 28 6
131 60 7
12 159 5
175 133 8
46 56 8
153 101 2
94 190 10
183 15 2
65 8 4
120 134 8
55 52 2
146 97 5
135 122 5
120 168 9
145 127 3
68 84 9
46 12 4
193 195 9
150 36 3
68 118 9
0 63 10
40 53 6
51 84 8
66 102 7
72 10 6
20 60 1
180 52 8
174 132 2
7 152 8
37 104 7
83 72 4
164 182 3
100 67 1
16 34 7
139 16 10
123 147 1
170 79 4
18 14 2
196 100 7
134 0 2
149 117 7
66 70 9
107 88 1
103 118 2
48 136 2
118 84 6
50 159 2
37 156 7
17 193 6
65 29 4
104 112 6
84 182 5
54 66 5
109 148 10
87 4 2
178 100 4
134 186 10
21 130 10
31 112 5
158 30 7
15 67 10
38 67 4
91 153 8
12 177 3
63 142 10
79 183 1
30 48 9
63 103 5
148 100 1
140 136 8
159 182 1
120 167 4
161 2 8
185 81 8
115 54 10
72 127 2
181 114 5
196 34 6
86 106 6
95 101 4
35 103 9
105 155 7
42 135 9
73 94 5
152 60 5
140 26 3
142 99 1
20 45 1
26 137 5
174 88 8
117 82 9
139 9 7
21 154 6
119 41 10
114 147 4
76 136 8
107 181 2
3 63 3
197 86 8
88 6 1
146 151 1
28 56 1
5 68 1
182 112 8
7 157 5
187 45 6
121 48 10
39 79 6
181 21 6
102 60 1
156 8 3
52 140 7
156 1 8
88 198 2
45 183 7
50 142 1
49 40 4
3 116 10
13 51 8
155 127 3
152 123 2
133 130 2
111 83 10
37 133 5
70 40 7
101 192 2
132 8 10
46 125 2
95 160 3
196 164 3
39 27 8
74 57 4
16 163 1
2 107 8
90 194 6
35 197 1
104 199 2
52 137 10
145 79 5
13 44 1
154 13 2
144 108 7
20 15 8
43 12 8
178 139 7
182 79 5
95 66 1
31 54 2
138 22 2
97 95 9
161 94 3
67 24 1
195 159 1
165 185 9
48 184 9
35 87 1
0 182 4
63 115 2
31 198 10
92 64 1
138 97 2
125 25 3
70 68 2
177 112 6
138 58 10
115 53 7
131 75 2
67 185 7
107 131 10
1 67 4
196 66 9
71 7 3
128 145 1
40 134 3
121 51 4
98 79 10
66 91 10
92 46 9
48 193 5
110 178 8
69 51 5
87 43 4
181 165 10
10 62 8
111 124 6
78 145 3
42 124 7
82 85 4
0 23 1
141 156 7
4 73 10
4 165 8
131 102 8
194 9 10
181 175 3
108 57 3
6 17 7
29 162 6
101 50 2
130 35 3
37 16 6
147 138 8
79 180 5
145 173 1
84 24 6
49 5 5
35 89 7
11 60 7
88 68 1
72 189 1
64 195 6
130 17 10
18 80 10
20 104 4
157 137 1
9 117 1
163 141 5
199 86 10
69 92 1
75 145 2
169 47 2
192 44 8
41 148 5
150 15 4
119 103 10
42 50 10
157 129 5
140 71 8
44 134 9
60 120 7
149 57 2
125 173 4
31 41 8
111 41 4
40 92 3
31 136 3
44 95 6
81 146 10
135 51 2
136 161 2
145 198 1
160 199 3
159 0 1
9 31 3
184 83 10
113 87 8
93 8 6
86 191 1
129 2 9
37 73 10
61 184 4
127 190 8
7 74 8
88 179 8
6 42 9
65 31 6
86 100 9
48 196 6
137 22 4
179 62 7
113 80 1
137 176 9
25 81 6
173 111 8
146 101 7
67 75 6
90 96 4
118 40 9
20 153 9
189 41 9
67 118 2
48 153 9
173 188 10
50 41 1
95 117 1
118 33 6
155 44 3
43 137 1
91 169 8
163 155 10
176 171 1
46 30 6
174 85 2
137 178 7
50 135 4
102 10 10
26 138 5
51 182 2
174 20 7
8 54 2
169 34 8
120 184 4
146 68 3
108 52 6
12 179 3
137 134 5
177 174 6
128 140 4
191 28 4
187 60 1
178 153 9
44 135 5
111 75 1
123 39 9
151 107 7
159 178 1
12 189 2
1 198 2
130 34 8
34 75 3
86 152 7
16 185 2
167 159 1
131 45 2
86 111 3
119 171 3
104 189 4
144 12 8
181 20 6
163 68 2
11 165 7
103 198 4
58 149 1
93 187 10
67 120 6
154 66 2
33 29 9
80 196 8
143 89 2
108 56 9
157 57 10
1 36 3
153 193 1
76 41 2
105 101 10
30 153 2
166 83 4
35 163 2
46 142 4
110 41 4
98 164 9
43 165 8
123 70 7
125 155 5
70 12 2
124 183 5
164 99 7
120 192 10
121 133 1
57 20 4
124 58 6
90 100 4
20 88 7
24 50 4
46 116 8
192 77 9
156 129 9
151 115 10
129 10 3
104 7 7
15 77 9
103 163 4
9 186 2
72 60 6
71 37 8
192 108 4
193 191 5
170 28 3
149 41 5
137 56 2
151 129 10
118 47 8
39 118 9
114 129 8
34 41 6
15 180 8
110 140 1
152 52 10
59 38 10
108 11 4
149 43 3
81 87 5
128 81 3
59 57 1
122 117 5
97 30 2
43 19 7
47 129 1
7 38 2
27 105 3
175 25 6
76 80 9
45 56 2
168 12 9
103 41 8
128 193 9
90 102 4
10 187 2
136 88 3
131 50 4
25 1 3
56 127 1
189 183 1
161 54 9
64 130 6
166 175 8
148 177 7
172 163 10
163 26 8
41 197 9
114 36 7
10 94 9
24 176 4
72 76 1
172 156 8
73 95 6
163 102 1
128 162 10
188 57 2
73 143 9
36 167 4
93 154 7
87 182 5
71 108 4
139 0 2
12 114 3
150 116 3
0 132 3
128 142 2
30 15 2
45 0 5
45 58 8
41 45 3
92 164 7
38 75 1
180 75 3
63 131 8
117 133 7
146 91 8
64 119 9
142 84 2
123 16 9
102 12 3
64 0 10
116 7 8
99 95 1
121 53 7
53 63 4
188 5 6
135 189 10
150 75 2
140 197 6
198 4 9
105 184 3
10 58 8
169 108 6
98 9 4
98 131 7
49 110 9
59 74 9
131 169 9
71 176 7
186 38 3
195 38 5
191 112 7
40 47 10
69 132 5
135 47 6
102 70 4
128 1 8
89 15 10
109 23 1
125 76 9
15 29 7
143 2 2
193 85 9
40 57 9
142 109 9
102 16 5
190 169 5
84 114 6
172 33 6
168 4 1
91 4 4
58 62 7
184 40 1
14 64 9
126 183 8
191 163 10
190 174 10
14 166 6
156 109 7
80 8 6
180 0 3
2 30 1
107 16 10
140 69 9
67 101 7
150 103 7
112 125 4
124 172 2
98 122 2
190 113 9
166 108 6
155 122 6
93 185 6
43 151 5
46 29 10
157 3 5
77 55 9
102 99 4
139 46 5
29 54 3
171 139 8
5 58 3
99 92 3
88 31 7
87 85 1
120 74 8
95 186 3
167 54 9
155 142 3
141 53 10
108 74 1
5 103 2
19 186 4
18 130 6
135 40 8
185 175 4
64 82 7
130 82 8
41 141 8
80 50 3
2 41 2
36 60 10
103 39 10
184 122 7
183 153 3
197 165 7
76 167 6
66 145 6
25 181 7
149 142 2
48 77 8
124 120 5
163 43 2
60 82 8
135 93 10
107 70 3
17 10 5
72 5 4
134 31 2
6 102 7
50 114 5
161 58 3
81 78 6
96 22 7
27 25 9
31 186 1
119 54 3
36 149 8
96 76 2
106 66 8
117 48 8
191 85 7
109 70 8
51 159 6
152 111 1
37 79 1
96 3 1
115 188 7
5 129 4
139 68 4
124 31 9
134 197 1
126 3 2
117 84 3
32 2 2
31 159 4
54 18 2
30 96 5
167 170 5
56 91 10
186 58 10
161 108 3
171 40 5
155 113 1
129 72 3
0 169 3
20 17 10
12 81 3
90 101 9
170 56 6
50 127 5
100 107 8
120 141 1
73 127 4
160 169 9
37 113 1
171 17 7
167 45 8
110 26 5
14 95 8
186 66 6
82 188 5
88 195 6
61 18 6
129 137 9
178 52 3
127 58 1
5 92 10
86 167 7
11 29 9
75 164 10
102 43 10
25 135 10
95 56 4
107 13 4
14 127 4
46 0 2
147 125 10
186 76 7
61 183 2
4 147 6
162 27 9
18 58 1
42 156 2
155 158 8
182 70 7
196 17 4
148 31 5
84 18 4
55 74 2
179 172 5
119 67 7
52 100 3
73 193 9
143 50 6
198 50 5
22 150 3
63 119 7
123 190 4
19 12 2
155 33 4
158 74 8
56 132 5
102 109 6
169 7 4
85 30 10
124 15 8
22 113 6
132 143 4
28 122 5
74 20 8
39 189 3
144 132 9
99 147 10
132 31 3
145 63 6
105 24 1
97 70 9
9 138 9
183 144 6
143 175 1
